2023-06-19 11:48:15 error: uncaughtException: ⨯ Unable to compile TypeScript:
[96msrc/routes/post.route.ts[0m:[93m19[0m:[93m50[0m - [91merror[0m[90m TS1135: [0mArgument expression expected.

[7m19[0m     this.router.get(`${this.path}/category/:id`, , this.postController.getAlbumByCategory);
[7m  [0m [91m                                                 ~[0m

TSError: ⨯ Unable to compile TypeScript:
[96msrc/routes/post.route.ts[0m:[93m19[0m:[93m50[0m - [91merror[0m[90m TS1135: [0mArgument expression expected.

[7m19[0m     this.router.get(`${this.path}/category/:id`, , this.postController.getAlbumByCategory);
[7m  [0m [91m                                                 ~[0m

    at createTSError (C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:859:12)
    at reportTSError (C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:863:19)
    at C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:1379:34
    at Object.compile (C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:1458:13)
    at Module.m._compile (C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:1617:30)
    at Module._extensions..js (internal/modules/cjs/loader.js:1114:10)
    at Object.require.extensions.<computed> [as .ts] (C:\Users\Devops3\Documents\Projects\feetflight\feetflight\node_modules\ts-node\src\index.ts:1621:12)
    at Module.load (internal/modules/cjs/loader.js:950:32)
    at Function.Module._load (internal/modules/cjs/loader.js:790:12)
    at Module.require (internal/modules/cjs/loader.js:974:19)
2023-06-19 11:50:04 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:20:25 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:20:28 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:20:28 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:20:28 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:20:28 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:20:58 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:20:58 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:20:58 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:20:58 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:22:31 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:22:31 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:22:31 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:22:31 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:23:03 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:23:03 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:23:03 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:23:03 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:00 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:00 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:00 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:00 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:32 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:32 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:32 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:32 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:39 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:39 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:39 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:39 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:47 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:47 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:48 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:48 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:50 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:50 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:25:50 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:25:50 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:26:12 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:26:12 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:26:12 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:26:12 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:38 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:38 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:38 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:38 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:44 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:44 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:44 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:44 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:49 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:49 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:49 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:49 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:58 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:58 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:58 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:58 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:27:59 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:27:59 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:28:00 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:28:00 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:28:30 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:28:30 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:28:30 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:28:30 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:28:58 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:28:58 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:28:58 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:28:58 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:00 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:00 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:00 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:00 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:02 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:02 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:02 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:02 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:04 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:04 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:29:04 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:29:04 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:00 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:00 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:01 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:01 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:17 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:17 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:17 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:17 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:26 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:26 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:30:26 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:30:26 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:01 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:01 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:01 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:01 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:05 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:05 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:05 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:05 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:37 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:37 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:37 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:37 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:43 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:43 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:43 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:43 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:46 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:46 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:46 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:46 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:54 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:54 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:55 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:55 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:31:59 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:59 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:31:59 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:00 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:24 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:24 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:24 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:24 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:38 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:38 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:39 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:39 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:45 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:45 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:32:46 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:32:46 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:12 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:12 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:12 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:12 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:16 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:16 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:16 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:17 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:17 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:17 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:17 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:17 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:33 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:33 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:33 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:33 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:33 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:34 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:34 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:56 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:56 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:33:56 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:33:56 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:36:11 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:11 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:14 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:14 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:33 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:33 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:36:33 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:36:33 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:13 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:13 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:14 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:14 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:17 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:17 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:17 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:17 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:19 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:19 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:19 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:19 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:23 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:23 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:23 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:23 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:37 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:37 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:37 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:37 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:37 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:37 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:38 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:38 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:58 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:58 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:37:58 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:37:58 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:02 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:02 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:02 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:02 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:05 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:05 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:05 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:05 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:28 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:28 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:28 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:28 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:34 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:34 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:34 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:34 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:37 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:37 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:37 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:37 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:40 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:40 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:40 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:40 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:41 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:41 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:41 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:41 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:44 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:44 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:38:44 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:38:44 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:02 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:02 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:02 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:02 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:30 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:30 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:30 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:30 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:34 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:34 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:34 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:34 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:36 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:36 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:36 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:36 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:51 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:51 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:39:51 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:39:51 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:05 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:05 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:05 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:05 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:06 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:06 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:06 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:06 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:24 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:24 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:24 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:24 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:33 error: [GET] /albums/popular >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:33 error: [GET] /albums/categories >> StatusCode:: 403, Message:: Wrong authentication token
2023-06-19 14:40:33 error: [GET] /albums/popular >> StatusCode:: 404, Message:: Authentication token missing
2023-06-19 14:40:33 error: [GET] /albums/categories >> StatusCode:: 404, Message:: Authentication token missing
